kode_dokter:id_spesialis:id_poli:nama_dokter:hari:jam
218:21:POLIKLINIK KANDUNGAN (RAUDHAH):DWIWAHJU DIAN INDAHWATI, DR., SP.OG.:JUMAT:"13:00 s.d 16:00"
219:21:POLIKLINIK KANDUNGAN (RAUDHAH):HILMAN, DR., SP.OG:JUMAT:"16:00 s.d 17:00"
220:21:POLIKLINIK KANDUNGAN (RAUDHAH):INDAH MAHARANI, DR. SP.OG:JUMAT:"09:00 s.d 12:00"
221:25:POLIKLINIK KHITAN:MAHMUD MUHYIDDIN, DR:JUMAT:"10:00 s.d 12:00"
222:25:POLIKLINIK KHITAN:MALI PAMUAJI W., H. DR.:JUMAT:"10:00 s.d 12:00"
223:25:POLIKLINIK KHITAN:WAHYU PITRA RAHAYU, DR.:JUMAT:"10:00 s.d 12:00"
224:7:POLIKLINIK KULIT DAN KELAMIN:MIRANTI PANGASTUTI, DR., SPKK:JUMAT:"13:00 s.d 15:00"
225:7:POLIKLINIK KULIT DAN KELAMIN:WIDIATI, DR. , SP.KK:JUMAT:"09:00 s.d 10:30"
226:13:POLIKLINIK MATA:ANDRIAFI SYAH, DR.,SP.M.:JUMAT:"14:00 s.d 16:00"
227:26:POLIKLINIK ORTODONTI:MOUNA YASMIEN, DRG., SP. ORT:JUMAT:"13:00 s.d 14:00"
228:24:POLIKLINIK PARU:AZRIL HASAN, DR.,SP.P.:JUMAT:"09:30 s.d 11:00"
229:27:POLIKLINIK PEDODONTI:ASRI SATIVA, DRG., SP.KGA:JUMAT:"09:00 s.d 12:00"
230:5:POLIKLINIK PENYAKIT DALAM:IWAN S. MERTASUDIRA, DR. SP.PD:JUMAT:"12:00 s.d 15:00"
231:5:POLIKLINIK PENYAKIT DALAM:MUHAMMAD IQBAL, H. DR.,SP.PD.:JUMAT:"11:00 s.d 13:00"
232:5:POLIKLINIK PENYAKIT DALAM:RADEN BENI BENARDI, DR., SPPD:JUMAT:"14:30 s.d 16:00"
233:5:POLIKLINIK PENYAKIT DALAM PINERE:TULUS WIDIYANTO, DR., SP.PD.:JUMAT:"09:00 s.d 13:00"
234:5:POLIKLINIK PENYAKIT DALAM (RAUDHAH):IWAN S. MERTASUDIRA, DR. SP.PD:JUMAT:"10:00 s.d 12:00"
235:5:POLIKLINIK PENYAKIT DALAM (RAUDHAH):MUHAMMAD IQBAL, H. DR.,SP.PD.:JUMAT:"09:00 s.d 11:00"
236:5:POLIKLINIK PENYAKIT DALAM (RAUDHAH):TULUS WIDIYANTO, DR., SP.PD.:JUMAT:"14:00 s.d 16:00"
237:22:POLIKLINIK PSIKIATRI:UNTUNG SENTOSA, DR., SP. KJ.:JUMAT:"08:00 s.d 14:00"
238:23:POLIKLINIK PSIKOLOGI:KHAMSHA NOORY FINALISYA, , S.PSI, MPSI:JUMAT:"10:00 s.d 12:00"
239:4:POLIKLINIK SYARAF:DASWARA DJAJASASMITA, DR., SP.S:JUMAT:"09:00 s.d 11:00"
240:4:POLIKLINIK SYARAF:NURI AMALIA, HJ. DR., SP.S.:JUMAT:"08:00 s.d 11:00"
241:4:POLIKLINIK SYARAF:ROSLAINI, DR., SP.S:JUMAT:"11:00 s.d 14:00"
242:4:POLIKLINIK SYARAF (RAUDHAH):NURI AMALIA, HJ. DR., SP.S.:JUMAT:"11:00 s.d 13:00"
243:4:POLIKLINIK SYARAF (RAUDHAH):ROSLAINI, DR., SP.S:JUMAT:"09:00 s.d 11:00"
244:15:POLIKLINIK THT:KOM POL PURWADI, DR., SP.THT-KL:JUMAT:"16:00 s.d 17:00"
245:17:KLINIK BEDAH PLASTIK (RAUDHAH):ABDILLA RIDHWAN IRIANTO, DR., SP.BP-RE.:SABTU:"08:00 s.d 10:00"
246:6:KLINIK BEDAH THORAX (RAUDHAH):ACHMAD PETER SYARIEF, DR., SP.BTKV.:SABTU:"09:00 s.d 10:00"
247:11:POLIKLINIK ANAK:LIA MARLIA K., HJ. DR. SP. A.:SABTU:"07:30 s.d 09:00"
248:11:POLIKLINIK ANAK:NUR SURYAWAN, DR., SP.A.(K):SABTU:"09:00 s.d 12:00"
249:11:POLIKLINIK ANAK:WEDI ISKANDAR, DR. SP.A.:SABTU:"08:59 s.d 11:00"
250:11:POLIKLINIK ANAK:YENI ANDAYANI, HJ. DR. SP.A.:SABTU:"09:00 s.d 12:00"
251:11:POLIKLINIK ANAK :BURHAN, DR., SP.A.:SABTU:"10:00 s.d 12:00"
252:11:POLIKLINIK ANAK PINERE:BURHAN, DR., SP.A.:SABTU:"10:00 s.d 12:00"
253:6:POLIKLINIK BEDAH DIGESTIV:BAMBANG A.S. SULTHANA, DR., SP.B (K) BD.:SABTU:"13:00 s.d 14:00"
254:6:POLIKLINIK BEDAH MULUT:ABEL TASMAN YUZA, DRG., SP.BM:SABTU:"08:00 s.d 11:00"
255:6:POLIKLINIK BEDAH THORAX:ACHMAD PETER SYARIEF, DR., SP.BTKV.:SABTU:"10:00 s.d 12:00"
256:6:POLIKLINIK BEDAH UMUM:LIZA NURSANTY, DR., SP.B, M.KES, FINACS:SABTU:"08:30 s.d 10:00"
257:6:POLIKLINIK BEDAH UMUM (RAUDHAH):IRZAN GUSTANTO NUGRAHA LUBIS, DR. SP.B.:SABTU:"10:00 s.d 12:00"
258:1:POLIKLINIK BEDAH UROLOGI:AHMAD AGIL, DR., SP.U:SABTU:"09:00 s.d 12:00"
259:6:POLIKLINIK BKIA:BIDAN BKIA:SABTU:"10:00 s.d 12:00"
260:20:POLIKLINIK ENDODONTI:DIAN KARTINA, DRG., SP.KG:SABTU:"10:00 s.d 13:00"
261:18:POLIKLINIK GIGI:ANNA NURWULAN, HJ. DRG.:SABTU:"09:00 s.d 12:00"
262:18:POLIKLINIK GIGI:R. GINANDJAR ASLAMA MAULID, DRG.:SABTU:"09:00 s.d 12:00"
263:19:POLIKLINIK GIZI:GAGA IRAWAN,DR. DR., SP.GK, M.GIZI:SABTU:"13:00 s.d 14:00"
264:10:POLIKLINIK JANTUNG:DENDI PUJI WAHYUDI, DR., SP.JP.:SABTU:"09:00 s.d 11:00"
265:10:POLIKLINIK JANTUNG:M. RIZKI AKBAR, DR. DR.,SP.JP (K), M. KES:SABTU:"08:00 s.d 10:00"
266:10:POLIKLINIK JANTUNG:WIDI NUGRAHA HADIAN, DR, SP.JP:SABTU:"09:00 s.d 12:00"
267:10:POLIKLINIK JANTUNG (RAUDHAH):FAJAR ASHARI, H. DR., SP. JP.:SABTU:"08:00 s.d 09:00"
268:21:POLIKLINIK KANDUNGAN:INDAH MAHARANI, DR. SP.OG:SABTU:"12:00 s.d 13:00"
269:21:POLIKLINIK KANDUNGAN (RAUDHAH):ARIF TRIBAWONO, DR., SP.OG., M.KES.:SABTU:"13:00 s.d 15:00"
270:21:POLIKLINIK KANDUNGAN (RAUDHAH):INDAH MAHARANI, DR. SP.OG:SABTU:"09:00 s.d 12:00"
271:25:POLIKLINIK KHITAN:WAHYU PITRA RAHAYU, DR.:SABTU:"10:00 s.d 12:00"
272:7:POLIKLINIK KULIT DAN KELAMIN:ANDI FAUZIAH, DR., SP.KK:SABTU:"09:00 s.d 11:30"
273:7:POLIKLINIK KULIT DAN KELAMIN:OKI SUWARSA,DR.,DR., SPKK(K)., M. KES:SABTU:"13:00 s.d 14:00"
274:13:POLIKLINIK MATA:R. ANGGA KARTIWA, DR., SP.M (K).,M.KES:SABTU:"14:00 s.d 15:00"
275:13:POLIKLINIK MATA:RETNO DWIYANTI, DR., SP.M:SABTU:"10:00 s.d 12:00"
276:26:POLIKLINIK ORTODONTI:YOURI ADRINATA SAYUTO, DRG., SP. ORT:SABTU:"09:00 s.d 12:00"
277:5:POLIKLINIK PENYAKIT DALAM:AMELIA ANDRIANI, DR.,SP.PD.,M.KES:SABTU:"08:00 s.d 10:00"
278:5:POLIKLINIK PENYAKIT DALAM:YANA AKHMAD, DR., DR., SP.PD (K).:SABTU:"11:00 s.d 13:00"
279:5:POLIKLINIK PENYAKIT DALAM (RAUDHAH):EKA SURYA NUGRAHA, SP.PD:SABTU:"08:00 s.d 11:00"
280:5:POLIKLINIK PENYAKIT DALAM (RAUDHAH):YANA AKHMAD, DR., DR., SP.PD (K).:SABTU:"09:00 s.d 11:00"
281:22:POLIKLINIK PSIKIATRI:UNTUNG SENTOSA, DR., SP. KJ.:SABTU:"08:00 s.d 12:00"
282:23:POLIKLINIK PSIKOLOGI:SELLY MAHLIANI, DRA. PSI:SABTU:"10:00 s.d 12:00"
283:4:POLIKLINIK SYARAF:DASWARA DJAJASASMITA, DR., SP.S:SABTU:"09:00 s.d 11:00"
284:4:POLIKLINIK SYARAF (RAUDHAH):DASWARA DJAJASASMITA, DR., SP.S:SABTU:"11:00 s.d 12:00"
